Timestamp,Copy,Like,Dislike,Download,MessageID
2025-03-30 18:09:57,0,1,0,0,1
2025-03-30 18:11:53,0,0,1,0,1
2025-03-30 18:37:51,0,1,0,0,1
2025-03-30 18:58:49,0,1,0,0,1
2025-03-30 18:59:31,0,0,1,0,1
2025-03-30 19:01:13,0,1,0,0,3
2025-04-01 19:22:03,0,1,0,0,1
